ZIP,COUNTYNAME,STATE,STCOUNTYFP,CLASSFP
15853,Jefferson County,PA,42065,H1
15776,Jefferson County,PA,42065,H1
15780,Jefferson County,PA,42065,H1
15863,Jefferson County,PA,42065,H1
15744,Jefferson County,PA,42065,H1
15733,Jefferson County,PA,42065,H1
15847,Jefferson County,PA,42065,H1
15801,Jefferson County,PA,42065,H1
15840,Jefferson County,PA,42065,H1
15864,Jefferson County,PA,42065,H1
15730,Jefferson County,PA,42065,H1
15823,Jefferson County,PA,42065,H1
15829,Jefferson County,PA,42065,H1
15711,Jefferson County,PA,42065,H1
15865,Jefferson County,PA,42065,H1
16217,Jefferson County,PA,42065,H1
15715,Jefferson County,PA,42065,H1
16240,Jefferson County,PA,42065,H1
16222,Jefferson County,PA,42065,H1
15763,Jefferson County,PA,42065,H1
15770,Jefferson County,PA,42065,H1
17035,Juniata County,PA,42067,H1
17243,Juniata County,PA,42067,H1
17021,Juniata County,PA,42067,H1
17094,Juniata County,PA,42067,H1
17014,Juniata County,PA,42067,H1
17049,Juniata County,PA,42067,H1
17082,Juniata County,PA,42067,H1
17086,Juniata County,PA,42067,H1
17076,Juniata County,PA,42067,H1
17056,Juniata County,PA,42067,H1
17058,Juniata County,PA,42067,H1
17059,Juniata County,PA,42067,H1
17045,Juniata County,PA,42067,H1
17853,Juniata County,PA,42067,H1
17062,Juniata County,PA,42067,H1
18444,Lackawanna County,PA,42069,H1
18508,Lackawanna County,PA,42069,H1
18510,Lackawanna County,PA,42069,H1
18501,Lackawanna County,PA,42069,H1
18518,Lackawanna County,PA,42069,H1
18420,Lackawanna County,PA,42069,H1
18640,Lackawanna County,PA,42069,H1
18472,Lackawanna County,PA,42069,H1
18452,Lackawanna County,PA,42069,H1
18414,Lackawanna County,PA,42069,H1
18446,Lackawanna County,PA,42069,H1
18403,Lackawanna County,PA,42069,H1
18447,Lackawanna County,PA,42069,H1
18421,Lackawanna County,PA,42069,H1
18517,Lackawanna County,PA,42069,H1
18407,Lackawanna County,PA,42069,H1
18505,Lackawanna County,PA,42069,H1
18503,Lackawanna County,PA,42069,H1
18424,Lackawanna County,PA,42069,H1
18641,Lackawanna County,PA,42069,H1
18411,Lackawanna County,PA,42069,H1
18519,Lackawanna County,PA,42069,H1
18504,Lackawanna County,PA,42069,H1
18410,Lackawanna County,PA,42069,H1
18471,Lackawanna County,PA,42069,H1
18509,Lackawanna County,PA,42069,H1
18428,Lackawanna County,PA,42069,H1
18507,Lackawanna County,PA,42069,H1
18448,Lackawanna County,PA,42069,H1
18515,Lackawanna County,PA,42069,H1
18416,Lackawanna County,PA,42069,H1
18540,Lackawanna County,PA,42069,H1
18440,Lackawanna County,PA,42069,H1
18433,Lackawanna County,PA,42069,H1
18436,Lackawanna County,PA,42069,H1
18512,Lackawanna County,PA,42069,H1
18434,Lackawanna County,PA,42069,H1
18419,Lackawanna County,PA,42069,H1
18653,Lackawanna County,PA,42069,H1
18642,Lackawanna County,PA,42069,H1
17557,Lancaster County,PA,42071,H1
17545,Lancaster County,PA,42071,H1
17550,Lancaster County,PA,42071,H1
17552,Lancaster County,PA,42071,H1
17519,Lancaster County,PA,42071,H1
17508,Lancaster County,PA,42071,H1
17535,Lancaster County,PA,42071,H1
17555,Lancaster County,PA,42071,H1
17608,Lancaster County,PA,42071,H1
19551,Lancaster County,PA,42071,H1
19543,Lancaster County,PA,42071,H1
19344,Lancaster County,PA,42071,H1
17581,Lancaster County,PA,42071,H1
19540,Lancaster County,PA,42071,H1
17521,Lancaster County,PA,42071,H1
17504,Lancaster County,PA,42071,H1
17575,Lancaster County,PA,42071,H1
17580,Lancaster County,PA,42071,H1
17517,Lancaster County,PA,42071,H1
17538,Lancaster County,PA,42071,H1
17547,Lancaster County,PA,42071,H1
17554,Lancaster County,PA,42071,H1
17527,Lancaster County,PA,42071,H1
17569,Lancaster County,PA,42071,H1
17566,Lancaster County,PA,42071,H1
17073,Lancaster County,PA,42071,H1
19363,Lancaster County,PA,42071,H1
19310,Lancaster County,PA,42071,H1
17509,Lancaster County,PA,42071,H1
17536,Lancaster County,PA,42071,H1
17604,Lancaster County,PA,42071,H1
17537,Lancaster County,PA,42071,H1
17501,Lancaster County,PA,42071,H1
17516,Lancaster County,PA,42071,H1
17568,Lancaster County,PA,42071,H1
17528,Lancaster County,PA,42071,H1
17603,Lancaster County,PA,42071,H1
17563,Lancaster County,PA,42071,H1
17605,Lancaster County,PA,42071,H1
19362,Lancaster County,PA,42071,H1
17560,Lancaster County,PA,42071,H1
17529,Lancaster County,PA,42071,H1
17518,Lancaster County,PA,42071,H1
17576,Lancaster County,PA,42071,H1
17582,Lancaster County,PA,42071,H1
19501,Lancaster County,PA,42071,H1
17506,Lancaster County,PA,42071,H1
17699,Lancaster County,PA,42071,H1
17543,Lancaster County,PA,42071,H1
17522,Lancaster County,PA,42071,H1
17502,Lancaster County,PA,42071,H1
17601,Lancaster County,PA,42071,H1
17565,Lancaster County,PA,42071,H1
17579,Lancaster County,PA,42071,H1
17505,Lancaster County,PA,42071,H1
17533,Lancaster County,PA,42071,H1
17507,Lancaster County,PA,42071,H1
17551,Lancaster County,PA,42071,H1
17540,Lancaster County,PA,42071,H1
17602,Lancaster County,PA,42071,H1
17584,Lancaster County,PA,42071,H1
17520,Lancaster County,PA,42071,H1
17567,Lancaster County,PA,42071,H1
17564,Lancaster County,PA,42071,H1
17570,Lancaster County,PA,42071,H1
17022,Lancaster County,PA,42071,H1
17512,Lancaster County,PA,42071,H1
17532,Lancaster County,PA,42071,H1
17562,Lancaster County,PA,42071,H1
17578,Lancaster County,PA,42071,H1
17572,Lancaster County,PA,42071,H1
17314,Lancaster County,PA,42071,H1
17534,Lancaster County,PA,42071,H1
17503,Lancaster County,PA,42071,H1
17585,Lancaster County,PA,42071,H1
16117,Lawrence County,PA,42073,H1
16601,Lawrence County,PA,42073,H1
16156,Lawrence County,PA,42073,H1
16057,Lawrence County,PA,42073,H1
16037,Lawrence County,PA,42073,H1
16127,Lawrence County,PA,42073,H1
16160,Lawrence County,PA,42073,H1
16108,Lawrence County,PA,42073,H1
16102,Lawrence County,PA,42073,H1
16157,Lawrence County,PA,42073,H1
16143,Lawrence County,PA,42073,H1
16101,Lawrence County,PA,42073,H1
16116,Lawrence County,PA,42073,H1
16132,Lawrence County,PA,42073,H1
16140,Lawrence County,PA,42073,H1
16155,Lawrence County,PA,42073,H1
16142,Lawrence County,PA,42073,H1
16141,Lawrence County,PA,42073,H1
16123,Lawrence County,PA,42073,H1
16172,Lawrence County,PA,42073,H1
16112,Lawrence County,PA,42073,H1
16120,Lawrence County,PA,42073,H1
16051,Lawrence County,PA,42073,H1
16105,Lawrence County,PA,42073,H1
16159,Lawrence County,PA,42073,H1
17010,Lebanon County,PA,42075,H1
17083,Lebanon County,PA,42075,H1
17064,Lebanon County,PA,42075,H1
17041,Lebanon County,PA,42075,H1
17042,Lebanon County,PA,42075,H1
17028,Lebanon County,PA,42075,H1
19567,Lebanon County,PA,42075,H1
17046,Lebanon County,PA,42075,H1
17067,Lebanon County,PA,42075,H1
17078,Lebanon County,PA,42075,H1
17087,Lebanon County,PA,42075,H1
17039,Lebanon County,PA,42075,H1
17016,Lebanon County,PA,42075,H1
17038,Lebanon County,PA,42075,H1
17088,Lebanon County,PA,42075,H1
17077,Lebanon County,PA,42075,H1
17085,Lebanon County,PA,42075,H1
17073,Lebanon County,PA,42075,H1
19551,Lebanon County,PA,42075,H1
17026,Lebanon County,PA,42075,H1
17545,Lebanon County,PA,42075,H1
17003,Lebanon County,PA,42075,H1
17033,Lebanon County,PA,42075,H1
17963,Lebanon County,PA,42075,H1
18951,Lehigh County,PA,42077,H1
18101,Lehigh County,PA,42077,H1
18106,Lehigh County,PA,42077,H1
18087,Lehigh County,PA,42077,H1
18011,Lehigh County,PA,42077,H1
18049,Lehigh County,PA,42077,H1
18066,Lehigh County,PA,42077,H1
18015,Lehigh County,PA,42077,H1
18041,Lehigh County,PA,42077,H1
18059,Lehigh County,PA,42077,H1
18018,Lehigh County,PA,42077,H1
18069,Lehigh County,PA,42077,H1
18080,Lehigh County,PA,42077,H1
18195,Lehigh County,PA,42077,H1
19529,Lehigh County,PA,42077,H1
18065,Lehigh County,PA,42077,H1
18046,Lehigh County,PA,42077,H1
18036,Lehigh County,PA,42077,H1
18031,Lehigh County,PA,42077,H1
18053,Lehigh County,PA,42077,H1
18092,Lehigh County,PA,42077,H1
19530,Lehigh County,PA,42077,H1
19539,Lehigh County,PA,42077,H1
18034,Lehigh County,PA,42077,H1
18032,Lehigh County,PA,42077,H1
18102,Lehigh County,PA,42077,H1
18103,Lehigh County,PA,42077,H1
18109,Lehigh County,PA,42077,H1
18017,Lehigh County,PA,42077,H1
18079,Lehigh County,PA,42077,H1
18098,Lehigh County,PA,42077,H1
18037,Lehigh County,PA,42077,H1
18078,Lehigh County,PA,42077,H1
18052,Lehigh County,PA,42077,H1
18104,Lehigh County,PA,42077,H1
18105,Lehigh County,PA,42077,H1
18060,Lehigh County,PA,42077,H1
18062,Lehigh County,PA,42077,H1
18051,Lehigh County,PA,42077,H1
18068,Lehigh County,PA,42077,H1
18424,Luzerne County,PA,42079,H1
18704,Luzerne County,PA,42079,H1
18709,Luzerne County,PA,42079,H1
18641,Luzerne County,PA,42079,H1
18651,Luzerne County,PA,42079,H1
18618,Luzerne County,PA,42079,H1
18216,Luzerne County,PA,42079,H1
18711,Luzerne County,PA,42079,H1
18219,Luzerne County,PA,42079,H1
18249,Luzerne County,PA,42079,H1
18708,Luzerne County,PA,42079,H1
18640,Luzerne County,PA,42079,H1
18617,Luzerne County,PA,42079,H1
18703,Luzerne County,PA,42079,H1
18762,Luzerne County,PA,42079,H1
18610,Luzerne County,PA,42079,H1
18239,Luzerne County,PA,42079,H1
18710,Luzerne County,PA,42079,H1
18655,Luzerne County,PA,42079,H1
18660,Luzerne County,PA,42079,H1
18636,Luzerne County,PA,42079,H1
17815,Luzerne County,PA,42079,H1
18255,Luzerne County,PA,42079,H1
17821,Luzerne County,PA,42079,H1
18611,Luzerne County,PA,42079,H1
17814,Luzerne County,PA,42079,H1
18201,Luzerne County,PA,42079,H1
18705,Luzerne County,PA,42079,H1
18644,Luzerne County,PA,42079,H1
18602,Luzerne County,PA,42079,H1
18769,Luzerne County,PA,42079,H1
18234,Luzerne County,PA,42079,H1
17878,Luzerne County,PA,42079,H1
18202,Luzerne County,PA,42079,H1
18603,Luzerne County,PA,42079,H1
18612,Luzerne County,PA,42079,H1
18635,Luzerne County,PA,42079,H1
18601,Luzerne County,PA,42079,H1
17985,Luzerne County,PA,42079,H1
18221,Luzerne County,PA,42079,H1
18657,Luzerne County,PA,42079,H1
18411,Luzerne County,PA,42079,H1
18222,Luzerne County,PA,42079,H1
18656,Luzerne County,PA,42079,H1
18643,Luzerne County,PA,42079,H1
18661,Luzerne County,PA,42079,H1
18701,Luzerne County,PA,42079,H1
18642,Luzerne County,PA,42079,H1
18765,Luzerne County,PA,42079,H1
18247,Luzerne County,PA,42079,H1
18225,Luzerne County,PA,42079,H1
18706,Luzerne County,PA,42079,H1
18707,Luzerne County,PA,42079,H1
18621,Luzerne County,PA,42079,H1
18622,Luzerne County,PA,42079,H1
18256,Luzerne County,PA,42079,H1
18251,Luzerne County,PA,42079,H1
18627,Luzerne County,PA,42079,H1
18223,Luzerne County,PA,42079,H1
18654,Luzerne County,PA,42079,H1
18224,Luzerne County,PA,42079,H1
18702,Luzerne County,PA,42079,H1
18634,Luzerne County,PA,42079,H1
18615,Luzerne County,PA,42079,H1
18766,Luzerne County,PA,42079,H1
18246,Luzerne County,PA,42079,H1
18764,Luzerne County,PA,42079,H1
17737,Lycoming County,PA,42081,H1
17752,Lycoming County,PA,42081,H1
17723,Lycoming County,PA,42081,H1
17702,Lycoming County,PA,42081,H1
17776,Lycoming County,PA,42081,H1
17765,Lycoming County,PA,42081,H1
17814,Lycoming County,PA,42081,H1
17762,Lycoming County,PA,42081,H1
17720,Lycoming County,PA,42081,H1
17763,Lycoming County,PA,42081,H1
17740,Lycoming County,PA,42081,H1
17756,Lycoming County,PA,42081,H1
17744,Lycoming County,PA,42081,H1
17758,Lycoming County,PA,42081,H1
17810,Lycoming County,PA,42081,H1
16930,Lycoming County,PA,42081,H1
17747,Lycoming County,PA,42081,H1
17772,Lycoming County,PA,42081,H1
17728,Lycoming County,PA,42081,H1
17701,Lycoming County,PA,42081,H1
17724,Lycoming County,PA,42081,H1
17754,Lycoming County,PA,42081,H1
17745,Lycoming County,PA,42081,H1
17774,Lycoming County,PA,42081,H1
17705,Lycoming County,PA,42081,H1
17739,Lycoming County,PA,42081,H1
17727,Lycoming County,PA,42081,H1
17771,Lycoming County,PA,42081,H1
17703,Lycoming County,PA,42081,H1
17769,Lycoming County,PA,42081,H1
16938,Lycoming County,PA,42081,H1
17742,Lycoming County,PA,42081,H1
16729,McKean County,PA,42083,H1
16333,McKean County,PA,42083,H1
16748,McKean County,PA,42083,H1
16743,McKean County,PA,42083,H1
16744,McKean County,PA,42083,H1
16724,McKean County,PA,42083,H1
16749,McKean County,PA,42083,H1
16726,McKean County,PA,42083,H1
16738,McKean County,PA,42083,H1
16740,McKean County,PA,42083,H1
16745,McKean County,PA,42083,H1
16733,McKean County,PA,42083,H1
16731,McKean County,PA,42083,H1
16735,McKean County,PA,42083,H1
16727,McKean County,PA,42083,H1
16701,McKean County,PA,42083,H1
16750,McKean County,PA,42083,H1
16732,McKean County,PA,42083,H1
16730,McKean County,PA,42083,H1
16725,McKean County,PA,42083,H1
15870,McKean County,PA,42083,H1
16114,Mercer County,PA,42085,H1
16125,Mercer County,PA,42085,H1
16137,Mercer County,PA,42085,H1
16145,Mercer County,PA,42085,H1
16150,Mercer County,PA,42085,H1
16134,Mercer County,PA,42085,H1
16133,Mercer County,PA,42085,H1
16142,Mercer County,PA,42085,H1
16156,Mercer County,PA,42085,H1
16314,Mercer County,PA,42085,H1
16362,Mercer County,PA,42085,H1
16038,Mercer County,PA,42085,H1
16113,Mercer County,PA,42085,H1
16148,Mercer County,PA,42085,H1
16124,Mercer County,PA,42085,H1
16121,Mercer County,PA,42085,H1
16146,Mercer County,PA,42085,H1
16161,Mercer County,PA,42085,H1
16151,Mercer County,PA,42085,H1
16127,Mercer County,PA,42085,H1
16159,Mercer County,PA,42085,H1
16110,Mercer County,PA,42085,H1
16153,Mercer County,PA,42085,H1
16154,Mercer County,PA,42085,H1
16311,Mercer County,PA,42085,H1
16057,Mercer County,PA,42085,H1
16130,Mercer County,PA,42085,H1
16143,Mercer County,PA,42085,H1
16342,Mercer County,PA,42085,H1
17841,Mifflin County,PA,42087,H1
17029,Mifflin County,PA,42087,H1
17059,Mifflin County,PA,42087,H1
17009,Mifflin County,PA,42087,H1
17060,Mifflin County,PA,42087,H1
17004,Mifflin County,PA,42087,H1
17002,Mifflin County,PA,42087,H1
17066,Mifflin County,PA,42087,H1
17054,Mifflin County,PA,42087,H1
17063,Mifflin County,PA,42087,H1
17084,Mifflin County,PA,42087,H1
17075,Mifflin County,PA,42087,H1
17044,Mifflin County,PA,42087,H1
17051,Mifflin County,PA,42087,H1
17099,Mifflin County,PA,42087,H1
18326,Monroe County,PA,42089,H1
18302,Monroe County,PA,42089,H1
18372,Monroe County,PA,42089,H1
18352,Monroe County,PA,42089,H1
18058,Monroe County,PA,42089,H1
18071,Monroe County,PA,42089,H1
18332,Monroe County,PA,42089,H1
18347,Monroe County,PA,42089,H1
18324,Monroe County,PA,42089,H1
18610,Monroe County,PA,42089,H1
18322,Monroe County,PA,42089,H1
18370,Monroe County,PA,42089,H1
18327,Monroe County,PA,42089,H1
18342,Monroe County,PA,42089,H1
18357,Monroe County,PA,42089,H1
18360,Monroe County,PA,42089,H1
18301,Monroe County,PA,42089,H1
18466,Monroe County,PA,42089,H1
18333,Monroe County,PA,42089,H1
18323,Monroe County,PA,42089,H1
18349,Monroe County,PA,42089,H1
18341,Monroe County,PA,42089,H1
18344,Monroe County,PA,42089,H1
18424,Monroe County,PA,42089,H1
18320,Monroe County,PA,42089,H1
18353,Monroe County,PA,42089,H1
18355,Monroe County,PA,42089,H1
18334,Monroe County,PA,42089,H1
18335,Monroe County,PA,42089,H1
18354,Monroe County,PA,42089,H1
18346,Monroe County,PA,42089,H1
18210,Monroe County,PA,42089,H1
18356,Monroe County,PA,42089,H1
18330,Monroe County,PA,42089,H1
18350,Monroe County,PA,42089,H1
18325,Monroe County,PA,42089,H1
18321,Monroe County,PA,42089,H1
18331,Monroe County,PA,42089,H1
18328,Monroe County,PA,42089,H1
19512,Montgomery County,PA,42091,H1
19001,Montgomery County,PA,42091,H1
19012,Montgomery County,PA,42091,H1
19046,Montgomery County,PA,42091,H1
19095,Montgomery County,PA,42091,H1
19464,Montgomery County,PA,42091,H1
18074,Montgomery County,PA,42091,H1
19504,Montgomery County,PA,42091,H1
19436,Montgomery County,PA,42091,H1
19009,Montgomery County,PA,42091,H1
18070,Montgomery County,PA,42091,H1
19430,Montgomery County,PA,42091,H1
19004,Montgomery County,PA,42091,H1
19010,Montgomery County,PA,42091,H1
19034,Montgomery County,PA,42091,H1
19090,Montgomery County,PA,42091,H1
19453,Montgomery County,PA,42091,H1
19428,Montgomery County,PA,42091,H1
19440,Montgomery County,PA,42091,H1
19444,Montgomery County,PA,42091,H1
18969,Montgomery County,PA,42091,H1
18936,Montgomery County,PA,42091,H1
19087,Montgomery County,PA,42091,H1
19407,Montgomery County,PA,42091,H1
19474,Montgomery County,PA,42091,H1
19477,Montgomery County,PA,42091,H1
18914,Montgomery County,PA,42091,H1
18084,Montgomery County,PA,42091,H1
18979,Montgomery County,PA,42091,H1
19423,Montgomery County,PA,42091,H1
18041,Montgomery County,PA,42091,H1
19525,Montgomery County,PA,42091,H1
19031,Montgomery County,PA,42091,H1
19454,Montgomery County,PA,42091,H1
19456,Montgomery County,PA,42091,H1
18073,Montgomery County,PA,42091,H1
18915,Montgomery County,PA,42091,H1
19460,Montgomery County,PA,42091,H1
19443,Montgomery County,PA,42091,H1
19404,Montgomery County,PA,42091,H1
19437,Montgomery County,PA,42091,H1
19118,Montgomery County,PA,42091,H1
19435,Montgomery County,PA,42091,H1
19006,Montgomery County,PA,42091,H1
19003,Montgomery County,PA,42091,H1
19035,Montgomery County,PA,42091,H1
19405,Montgomery County,PA,42091,H1
19462,Montgomery County,PA,42091,H1
19446,Montgomery County,PA,42091,H1
19085,Montgomery County,PA,42091,H1
19075,Montgomery County,PA,42091,H1
19490,Montgomery County,PA,42091,H1
19150,Montgomery County,PA,42091,H1
19486,Montgomery County,PA,42091,H1
18964,Montgomery County,PA,42091,H1
19403,Montgomery County,PA,42091,H1
19408,Montgomery County,PA,42091,H1
18076,Montgomery County,PA,42091,H1
19451,Montgomery County,PA,42091,H1
19027,Montgomery County,PA,42091,H1
19041,Montgomery County,PA,42091,H1
19072,Montgomery County,PA,42091,H1
19406,Montgomery County,PA,42091,H1
19492,Montgomery County,PA,42091,H1
18918,Montgomery County,PA,42091,H1
19409,Montgomery County,PA,42091,H1
19044,Montgomery County,PA,42091,H1
19025,Montgomery County,PA,42091,H1
19422,Montgomery County,PA,42091,H1
19473,Montgomery County,PA,42091,H1
19438,Montgomery County,PA,42091,H1
19096,Montgomery County,PA,42091,H1
19083,Montgomery County,PA,42091,H1
19472,Montgomery County,PA,42091,H1
18054,Montgomery County,PA,42091,H1
19002,Montgomery County,PA,42091,H1
18958,Montgomery County,PA,42091,H1
19038,Montgomery County,PA,42091,H1
19040,Montgomery County,PA,42091,H1
19401,Montgomery County,PA,42091,H1
19468,Montgomery County,PA,42091,H1
19426,Montgomery County,PA,42091,H1
19066,Montgomery County,PA,42091,H1
19450,Montgomery County,PA,42091,H1
19128,Montgomery County,PA,42091,H1
19484,Montgomery County,PA,42091,H1
19505,Montgomery County,PA,42091,H1
18957,Montgomery County,PA,42091,H1
18971,Montgomery County,PA,42091,H1
17847,Montour County,PA,42093,H1
17820,Montour County,PA,42093,H1
17821,Montour County,PA,42093,H1
17772,Montour County,PA,42093,H1
17815,Montour County,PA,42093,H1
17822,Montour County,PA,42093,H1
17884,Montour County,PA,42093,H1
17756,Montour County,PA,42093,H1
17777,Montour County,PA,42093,H1
17824,Montour County,PA,42093,H1
18018,Northampton County,PA,42095,H1
18002,Northampton County,PA,42095,H1
18109,Northampton County,PA,42095,H1
18044,Northampton County,PA,42095,H1
18077,Northampton County,PA,42095,H1
18086,Northampton County,PA,42095,H1
18064,Northampton County,PA,42095,H1
18072,Northampton County,PA,42095,H1
18055,Northampton County,PA,42095,H1
18088,Northampton County,PA,42095,H1
18343,Northampton County,PA,42095,H1
18085,Northampton County,PA,42095,H1
18063,Northampton County,PA,42095,H1
18020,Northampton County,PA,42095,H1
18042,Northampton County,PA,42095,H1
18015,Northampton County,PA,42095,H1
18016,Northampton County,PA,42095,H1
18351,Northampton County,PA,42095,H1
18040,Northampton County,PA,42095,H1
18013,Northampton County,PA,42095,H1
18043,Northampton County,PA,42095,H1
18067,Northampton County,PA,42095,H1
18032,Northampton County,PA,42095,H1
18083,Northampton County,PA,42095,H1
18045,Northampton County,PA,42095,H1
18017,Northampton County,PA,42095,H1
18014,Northampton County,PA,42095,H1
18091,Northampton County,PA,42095,H1
18038,Northampton County,PA,42095,H1
18035,Northampton County,PA,42095,H1
17801,Northumberland County,PA,42097,H1
17851,Northumberland County,PA,42097,H1
17834,Northumberland County,PA,42097,H1
17860,Northumberland County,PA,42097,H1
17866,Northumberland County,PA,42097,H1
17850,Northumberland County,PA,42097,H1
17868,Northumberland County,PA,42097,H1
17777,Northumberland County,PA,42097,H1
17772,Northumberland County,PA,42097,H1
17872,Northumberland County,PA,42097,H1
17756,Northumberland County,PA,42097,H1
17749,Northumberland County,PA,42097,H1
17832,Northumberland County,PA,42097,H1
17877,Northumberland County,PA,42097,H1
17824,Northumberland County,PA,42097,H1
17017,Northumberland County,PA,42097,H1
17830,Northumberland County,PA,42097,H1
17823,Northumberland County,PA,42097,H1
17847,Northumberland County,PA,42097,H1
17941,Northumberland County,PA,42097,H1
17867,Northumberland County,PA,42097,H1
17865,Northumberland County,PA,42097,H1
17821,Northumberland County,PA,42097,H1
17730,Northumberland County,PA,42097,H1
17857,Northumberland County,PA,42097,H1
17881,Northumberland County,PA,42097,H1
17836,Northumberland County,PA,42097,H1
17840,Northumberland County,PA,42097,H1
17090,Perry County,PA,42099,H1
17037,Perry County,PA,42099,H1
17020,Perry County,PA,42099,H1
17047,Perry County,PA,42099,H1
17040,Perry County,PA,42099,H1
17071,Perry County,PA,42099,H1
17021,Perry County,PA,42099,H1
17053,Perry County,PA,42099,H1
17068,Perry County,PA,42099,H1
17006,Perry County,PA,42099,H1
17024,Perry County,PA,42099,H1
17062,Perry County,PA,42099,H1
17069,Perry County,PA,42099,H1
17219,Perry County,PA,42099,H1
17074,Perry County,PA,42099,H1
17045,Perry County,PA,42099,H1
17035,Perry County,PA,42099,H1
19104,Philadelphia County,PA,42101,H6
19128,Philadelphia County,PA,42101,H6
19144,Philadelphia County,PA,42101,H6
19146,Philadelphia County,PA,42101,H6
19150,Philadelphia County,PA,42101,H6
19136,Philadelphia County,PA,42101,H6
19192,Philadelphia County,PA,42101,H6
19106,Philadelphia County,PA,42101,H6
19103,Philadelphia County,PA,42101,H6
19126,Philadelphia County,PA,42101,H6
19147,Philadelphia County,PA,42101,H6
19149,Philadelphia County,PA,42101,H6
19151,Philadelphia County,PA,42101,H6
19132,Philadelphia County,PA,42101,H6
19101,Philadelphia County,PA,42101,H6
19172,Philadelphia County,PA,42101,H6
19181,Philadelphia County,PA,42101,H6
19102,Philadelphia County,PA,42101,H6
19115,Philadelphia County,PA,42101,H6
19125,Philadelphia County,PA,42101,H6
19143,Philadelphia County,PA,42101,H6
19139,Philadelphia County,PA,42101,H6
19142,Philadelphia County,PA,42101,H6
19111,Philadelphia County,PA,42101,H6
19107,Philadelphia County,PA,42101,H6
19119,Philadelphia County,PA,42101,H6
19130,Philadelphia County,PA,42101,H6
19145,Philadelphia County,PA,42101,H6
19152,Philadelphia County,PA,42101,H6
19131,Philadelphia County,PA,42101,H6
19141,Philadelphia County,PA,42101,H6
19112,Philadelphia County,PA,42101,H6
19123,Philadelphia County,PA,42101,H6
19127,Philadelphia County,PA,42101,H6
19148,Philadelphia County,PA,42101,H6
19154,Philadelphia County,PA,42101,H6
19137,Philadelphia County,PA,42101,H6
19138,Philadelphia County,PA,42101,H6
19110,Philadelphia County,PA,42101,H6
19176,Philadelphia County,PA,42101,H6
19118,Philadelphia County,PA,42101,H6
19120,Philadelphia County,PA,42101,H6
19122,Philadelphia County,PA,42101,H6
19129,Philadelphia County,PA,42101,H6
19133,Philadelphia County,PA,42101,H6
19020,Philadelphia County,PA,42101,H6
19116,Philadelphia County,PA,42101,H6
19105,Philadelphia County,PA,42101,H6
19124,Philadelphia County,PA,42101,H6
19134,Philadelphia County,PA,42101,H6
19135,Philadelphia County,PA,42101,H6
19140,Philadelphia County,PA,42101,H6
19183,Philadelphia County,PA,42101,H6
19190,Philadelphia County,PA,42101,H6
19114,Philadelphia County,PA,42101,H6
19109,Philadelphia County,PA,42101,H6
19121,Philadelphia County,PA,42101,H6
19153,Philadelphia County,PA,42101,H6
19160,Philadelphia County,PA,42101,H6
19108,Philadelphia County,PA,42101,H6
19006,Philadelphia County,PA,42101,H6
18328,Pike County,PA,42103,H1
18435,Pike County,PA,42103,H1
18425,Pike County,PA,42103,H1
18325,Pike County,PA,42103,H1
18457,Pike County,PA,42103,H1
18436,Pike County,PA,42103,H1
18451,Pike County,PA,42103,H1
18405,Pike County,PA,42103,H1
18336,Pike County,PA,42103,H1
18426,Pike County,PA,42103,H1
18326,Pike County,PA,42103,H1
18445,Pike County,PA,42103,H1
18324,Pike County,PA,42103,H1
18371,Pike County,PA,42103,H1
18428,Pike County,PA,42103,H1
18464,Pike County,PA,42103,H1
18340,Pike County,PA,42103,H1
18337,Pike County,PA,42103,H1
18458,Pike County,PA,42103,H1
18302,Pike County,PA,42103,H1
16923,Potter County,PA,42105,H1
16941,Potter County,PA,42105,H1
16743,Potter County,PA,42105,H1
16748,Potter County,PA,42105,H1
16922,Potter County,PA,42105,H1
17729,Potter County,PA,42105,H1
16948,Potter County,PA,42105,H1
16720,Potter County,PA,42105,H1
16927,Potter County,PA,42105,H1
16937,Potter County,PA,42105,H1
16943,Potter County,PA,42105,H1
16950,Potter County,PA,42105,H1
16921,Potter County,PA,42105,H1
16746,Potter County,PA,42105,H1
16915,Potter County,PA,42105,H1
17941,Schuylkill County,PA,42107,H1
17981,Schuylkill County,PA,42107,H1
18245,Schuylkill County,PA,42107,H1
17946,Schuylkill County,PA,42107,H1
17933,Schuylkill County,PA,42107,H1
17931,Schuylkill County,PA,42107,H1
17935,Schuylkill County,PA,42107,H1
17983,Schuylkill County,PA,42107,H1
17980,Schuylkill County,PA,42107,H1
17974,Schuylkill County,PA,42107,H1
17943,Schuylkill County,PA,42107,H1
17925,Schuylkill County,PA,42107,H1
17948,Schuylkill County,PA,42107,H1
17934,Schuylkill County,PA,42107,H1
18237,Schuylkill County,PA,42107,H1
17923,Schuylkill County,PA,42107,H1
17901,Schuylkill County,PA,42107,H1
17921,Schuylkill County,PA,42107,H1
17929,Schuylkill County,PA,42107,H1
17960,Schuylkill County,PA,42107,H1
17930,Schuylkill County,PA,42107,H1
17964,Schuylkill County,PA,42107,H1
17945,Schuylkill County,PA,42107,H1
17966,Schuylkill County,PA,42107,H1
17936,Schuylkill County,PA,42107,H1
17979,Schuylkill County,PA,42107,H1
17961,Schuylkill County,PA,42107,H1
18202,Schuylkill County,PA,42107,H1
18220,Schuylkill County,PA,42107,H1
